block_id,month,stratum,health_case,policy,positive_steps,above_40kw_steps,negative_power_steps,assignment,assignment_first,assignment_second,error,n_steps,fc_energy_kwh,hydrogen_g,hydrogen_g_per_fc_kwh,expected_damage_increment_pct,terminal_max_damage_pct,terminal_damage_range_pct,damage_increment_range_pct,tracking_mae_kw,tracking_rmse_kw,tracking_max_abs_kw,constraint_violation_steps,safety_override_steps,total_switch_count,planning_runtime_s
external_2025-06_s2,2025-06,2,oldest_stack_1,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,15.91166225600991,808.5121850436142,50.81255321003532,0.007294373888888889,7.486242001111536,6.5509391480559795,0.003819176667090751,0.3302693754777143,0.6761194071813745,4.486239217717693,0,0,2,55.2462156007532
external_2025-06_s2,2025-06,2,oldest_stack_1,health_greedy,1440,0,0,"(2, 0)",2,0,,1800,15.951031648765198,809.0715984364484,50.72221134355785,0.007672114444444446,7.482422824444445,6.543204179166601,0.003915792222287995,0.36180554737671156,0.6833057428105482,4.486239217717693,0,0,2,55.946672301972285
external_2025-06_s3,2025-06,3,oldest_stack_2,fixed_pair,1707,0,0,"(0, 1)",0,1,,1800,16.65871578209091,845.5577830579789,50.757681091300135,0.008290781666666667,7.482422824444445,6.543060188055549,0.0042309983333082,0.4716314247881133,0.7325458271190602,4.692161414529842,0,3,2,59.49540179781616
external_2025-06_s3,2025-06,3,oldest_stack_2,health_greedy,1707,0,0,"(0, 1)",0,1,,1800,16.65871578209091,845.5577830579789,50.757681091300135,0.008290781666666667,7.482422824444445,6.543060188055549,0.0042309983333082,0.4716314247881133,0.7325458271190602,4.692161414529842,0,3,2,58.98060279362835
external_2025-06_s3,2025-06,3,oldest_stack_0,fixed_pair,1707,0,0,"(1, 0)",1,0,,1800,16.63921003274213,846.0550394071649,50.84706772390778,0.008289139444444444,7.48645070222177,6.546886587499594,0.004261261666620997,0.4423166539438553,0.7422347617128887,5.495615868927317,0,3,2,58.155719504226
external_2025-06_s3,2025-06,3,oldest_stack_0,health_greedy,1707,0,0,"(1, 2)",1,2,,1800,16.65871343321207,845.5577830579789,50.75768824813391,0.008695246944444446,7.482422824444445,6.542857198888935,0.004432474444305168,0.47162800124517223,0.7325444441764042,4.6921555598781595,0,3,2,61.59335399395786
external_2025-06_s3,2025-06,3,oldest_stack_1,fixed_pair,1707,0,0,"(0, 1)",0,1,,1800,16.5947032491888,845.575542213307,50.954544321522675,0.008280875,7.48659155777823,6.551288704722674,0.004168733333784758,0.4063451861692748,0.7236580484228603,5.340703984377065,0,3,2,74.41958029335365
external_2025-06_s3,2025-06,3,oldest_stack_1,health_greedy,1707,0,0,"(2, 0)",2,0,,1800,16.659394210945727,845.6909767229395,50.76360916937153,0.00842991,7.482422824444445,6.542721022499921,0.004398948888967635,0.4726415304106939,0.7331822916651943,4.692152623599114,0,3,2,75.70658289571293
external_2025-07_s1,2025-07,1,oldest_stack_2,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,18.16222989643797,932.7552357188279,51.35686757834524,0.008329831111111113,7.482422824444445,6.543044460277763,0.0042543199998199555,0.49611756405068874,0.7417734552320181,4.4712850869919665,0,0,2,62.12786440132186
external_2025-07_s1,2025-07,1,oldest_stack_2,health_greedy,1440,0,0,"(0, 1)",0,1,,1800,18.16222989643797,932.7552357188279,51.35686757834524,0.008329831111111113,7.482422824444445,6.543044460277763,0.0042543199998199555,0.49611756405068874,0.7417734552320181,4.4712850869919665,0,0,2,62.20455659739673
external_2025-07_s1,2025-07,1,oldest_stack_0,fixed_pair,1440,0,0,"(1, 0)",1,0,,1800,18.14136932104877,933.6875913735519,51.46731621246629,0.00814847625,7.486415257777459,6.546956361805259,0.004156042916644065,0.4596832885545076,0.7268108199602447,4.4712850869919665,0,0,2,62.41738219698891
external_2025-07_s1,2025-07,1,oldest_stack_0,health_greedy,1440,0,0,"(1, 2)",1,2,,1800,18.169605271912488,933.3945653106387,51.37120764827666,0.008546433333333336,7.482422824444445,6.542965214722245,0.0043916766665756946,0.5007450797066774,0.747325791817151,4.4712850869919665,0,0,2,62.8864793961402
external_2025-07_s1,2025-07,1,oldest_stack_1,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,18.107908491467935,934.238125188722,51.59282341353312,0.007653314444444445,7.486365819444868,6.551062966389312,0.003942995000422833,0.41388509730402034,0.7062808749532871,4.4712850869919665,0,0,2,64.92723129829392
external_2025-07_s1,2025-07,1,oldest_stack_1,health_greedy,1440,0,0,"(2, 0)",2,0,,1800,18.169603596897172,933.3945653106387,51.37121238407396,0.008344994444444444,7.482422824444445,6.54276782138883,0.004352150000058841,0.5007491803772596,0.7473329378490117,4.4712850869919665,0,0,2,63.653242401080206
